FRAGMENT	FPFMIN	FPSMIN	FPFMAX	FPSMAX	FPFAVG	FPSAVG
LXYMWHMUVWWGOY-UHFFFAOYSA-N~Q46E80	0.11	0.00	1.00	1.00	0.44	0.36
JWEZZFQTYSYUAW-UHFFFAOYSA-N~B9I0G5	1.00	1.00	1.00	1.00	1.00	1.00
ZUKPVRWZDMRIEO-UHFFFAOYSA-N~B9I0G5	0.10	0.60	0.40	0.80	0.26	0.72
HWUNUVXYENUMOV-UHFFFAOYSA-N~Q46E80	0.00	0.17	1.00	1.00	0.66	0.64
LYIIBVSRGJSHAV-UHFFFAOYSA-N~B9I0G5	1.00	1.00	1.00	1.00	1.00	1.00
DHMQDGOQFOQNFH-UHFFFAOYSA-N~B9I0G5	1.00	1.00	1.00	1.00	1.00	1.00
YGCZTXZTJXYWCO-UHFFFAOYSA-N~Q7TZ13	0.00	0.14	1.00	1.00	0.43	0.59
GFFGJBXGBJISGV-UHFFFAOYSA-N~Q46E80	0.00	0.20	1.00	1.00	0.40	0.54
BOTPEONKTLJMSH-UHFFFAOYSA-N~B9I0G5	1.00	1.00	1.00	1.00	1.00	1.00
KDXKERNSBIXSRK-UHFFFAOYSA-N~Q46E80	0.45	0.33	0.94	1.00	0.65	0.67
YUZOKOFJOOANSW-UHFFFAOYSA-N~Q46E80	0.00	0.00	1.00	1.00	0.36	0.34
MDHFEQWZBNXIPB-UHFFFAOYSA-N~B9I0G5	0.33	0.67	1.00	1.00	0.55	0.78
WLNHKRJWDKPSIL-UHFFFAOYSA-N~B9I0G5	0.50	0.50	0.67	0.86	0.60	0.64
YQCROAODSKXWOY-UHFFFAOYSA-N~B9I0G5	0.58	0.50	0.64	1.00	0.60	0.67
GUXGAKDINXMYNZ-UHFFFAOYSA-N~B9I0G5	0.50	0.50	0.67	0.75	0.60	0.58
CUKWUVLQXJUCFS-UHFFFAOYSA-N~B9I0G5	0.58	0.44	0.64	0.86	0.60	0.60
TTXGMVXSNBMYNY-UHFFFAOYSA-N~P18670	1.00	0.00	1.00	1.00	1.00	0.20
RWQNBRDOKXIBIV-UHFFFAOYSA-N~Q6D7B3	1.00	1.00	1.00	1.00	1.00	1.00
LJURWNCFJCQUCB-UHFFFAOYSA-N~Q49WZ1	0.56	0.60	0.78	0.75	0.68	0.70
JOAKUIIGLMLEGB-UHFFFAOYSA-N~Q6D7B3	0.17	0.60	0.78	1.00	0.39	0.73
CYZZKTRFOOKUMT-UHFFFAOYSA-N~Q49WZ1	0.80	0.62	0.92	0.88	0.86	0.75
CYZZKTRFOOKUMT-UHFFFAOYSA-N~Q97ZE2	0.14	0.27	0.83	0.78	0.45	0.50
VMBAUQZYJZISFO-UHFFFAOYSA-N~P62942	0.29	1.00	0.29	1.00	0.29	1.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~P24300	1.00	0.00	1.00	1.00	1.00	0.33
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~P14779	1.00	0.00	1.00	1.00	1.00	0.60
ATUOYWHBWRKTHZ-UHFFFAOYSA-N~P00742	1.00	0.00	1.00	1.00	1.00	0.48
IKHGUXGNUITLKF-UHFFFAOYSA-N~Q81R67	0.00	0.00	1.00	1.00	0.40	0.10
ISAKRJDGNUQOIC-UHFFFAOYSA-N~Q97ZE2	0.31	0.57	1.00	1.00	0.71	0.89
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~Q81R67	1.00	1.00	1.00	1.00	1.00	1.00
GFFGJBXGBJISGV-UHFFFAOYSA-N~Q97ZE2	0.17	0.50	1.00	1.00	0.54	0.73
NJQRAAHKQQPUIT-UHFFFAOYSA-N~Q5SI02	0.12	0.33	1.00	1.00	0.38	0.70
ZWAYGPMHTBGKIW-UHFFFAOYSA-N~Q7TZ13	0.00	0.00	1.00	1.00	0.34	0.36
JIDDDPVQQUHACU-UHFFFAOYSA-N~Q46E80	0.75	0.75	1.00	1.00	0.88	0.88
XHLCYFVJQKWNRH-UHFFFAOYSA-N~P62942	0.25	0.75	1.00	1.00	0.48	0.88
OPTASPLRGRRNAP-UHFFFAOYSA-N~Q6D7B3	0.25	0.50	1.00	1.00	0.58	0.80
FDGQSTZJBFJUBT-UHFFFAOYSA-N~Q9BY32	0.62	0.62	1.00	1.00	0.76	0.86
YNAVUWVOSKDBBP-UHFFFAOYSA-N~P06276	0.00	0.33	0.33	0.67	0.11	0.50
GFFGJBXGBJISGV-UHFFFAOYSA-N~P26297	1.00	1.00	1.00	1.00	1.00	1.00
NJQRAAHKQQPUIT-UHFFFAOYSA-N~P26297	0.44	0.62	0.44	0.62	0.44	0.62
IFRFCGDTWWZZBG-UHFFFAOYSA-N~I6WJ72	0.00	0.00	1.00	1.00	0.40	0.30
XTXSRNPFTNSIFY-UHFFFAOYSA-N~P06276	0.00	0.33	0.15	0.40	0.05	0.37
MPCAJMNYNOGXPB-UHFFFAOYSA-N~P47865	1.00	1.00	1.00	1.00	1.00	1.00
BKIMMITUMNQMOS-UHFFFAOYSA-N~P47865	0.00	0.00	1.00	1.00	0.33	0.33
MXRBVRXQDKNIBH-UHFFFAOYSA-N~P18670	1.00	0.00	1.00	1.00	1.00	0.33
VCYYRDKGHLOTQU-UHFFFAOYSA-N~P18670	1.00	0.00	1.00	1.00	1.00	0.33
KZVAAIRBJJYZOW-UHFFFAOYSA-N~B3EYN2	0.00	0.00	1.00	1.00	0.30	0.37
MKMRBXQLEMYZOY-UHFFFAOYSA-N~B3EYN2	0.00	0.00	1.00	0.67	0.32	0.15
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~B3EYN2	0.00	0.00	1.00	1.00	0.86	0.60
VVDIZWFSGJERMA-UHFFFAOYSA-N~B3EYN2	0.00	0.00	1.00	1.00	0.30	0.37
IKHGUXGNUITLKF-UHFFFAOYSA-N~B3EYN2	1.00	1.00	1.00	1.00	1.00	1.00
GDDAJHJRAKOILH-UHFFFAOYSA-N~O67854	0.00	0.00	1.00	0.00	0.33	0.00
ITOWTHYPYGRTRL-UHFFFAOYSA-N~O67854	0.00	0.00	1.00	0.50	0.60	0.05
RWQNBRDOKXIBIV-UHFFFAOYSA-N~Q9AGY4	0.00	0.00	1.00	1.00	0.25	0.17
UHOVQNZJYSORNB-UHFFFAOYSA-N~P22906	1.00	1.00	1.00	1.00	1.00	1.00
NSMOSDAEGJTOIQ-UHFFFAOYSA-N~Q9AGY4	0.00	0.00	1.00	1.00	0.28	0.40
XTJLXXCARCJVPJ-UHFFFAOYSA-N~O67854	1.00	0.00	1.00	0.00	1.00	0.00
QQONPFPTGQHPMA-UHFFFAOYSA-N~O67854	1.00	1.00	1.00	1.00	1.00	1.00
HOVAGTYPODGVJG-UHFFFAOYSA-N~O67854	1.00	0.00	1.00	0.00	1.00	0.00
KZVAAIRBJJYZOW-UHFFFAOYSA-N~P07024	0.43	0.75	0.43	0.75	0.43	0.75
GFFGJBXGBJISGV-UHFFFAOYSA-N~P07024	0.23	0.40	0.70	1.00	0.42	0.61
ISAKRJDGNUQOIC-UHFFFAOYSA-N~Q9AGY4	0.00	0.00	1.00	1.00	0.29	0.28
MPCAJMNYNOGXPB-UHFFFAOYSA-N~Q01594	1.00	1.00	1.00	1.00	1.00	1.00
NMTZPYLSXWGDPW-UHFFFAOYSA-N~A0A0H3JRU9	0.00	0.00	0.50	0.20	0.22	0.11
WPGDIKSWKZLNRR-UHFFFAOYSA-N~Q6B0I6	1.00	1.00	1.00	1.00	1.00	1.00
PCXDJQZLDDHMGX-UHFFFAOYSA-N~A0A0H3JRU9	0.00	0.00	1.00	0.33	0.17	0.17
UFULAYFCSOUIOV-UHFFFAOYSA-N~A0A0H3JRU9	1.00	0.00	1.00	1.00	1.00	0.33
QCKVEJNIUWLVTP-UHFFFAOYSA-N~Q6B0I6	1.00	1.00	1.00	1.00	1.00	1.00
YNAVUWVOSKDBBP-UHFFFAOYSA-N~P08581	0.00	0.00	1.00	1.00	0.33	0.29
RWIVICVCHVMHMU-UHFFFAOYSA-N~P08581	0.00	0.50	1.00	1.00	0.33	0.67
IKHGUXGNUITLKF-UHFFFAOYSA-N~Q9AGY4	1.00	1.00	1.00	1.00	1.00	1.00
UHOVQNZJYSORNB-UHFFFAOYSA-N~Q6FPH0	1.00	0.00	1.00	1.00	1.00	0.33
QUSNBJAOOMFDIB-UHFFFAOYSA-N~P08581	1.00	1.00	1.00	1.00	1.00	1.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~Q01594	0.00	0.00	1.00	1.00	0.71	0.33
DYUCSWDFDMSZQZ-UHFFFAOYSA-N~Q01594	0.00	0.00	0.00	0.00	0.00	0.00
SQOXZSRJWWMMCL-UHFFFAOYSA-N~Q01594	1.00	1.00	1.00	1.00	1.00	1.00
KBVSUNBCTPQWJL-UHFFFAOYSA-N~Q01594	0.00	0.00	0.67	0.75	0.22	0.25
LGXUYQPVNUGLTG-UHFFFAOYSA-N~Q01594	1.00	1.00	1.00	1.00	1.00	1.00
YHBAMQJVZPQIRB-UHFFFAOYSA-N~Q01594	1.00	1.00	1.00	1.00	1.00	1.00
ZXGBOPWGPXADPM-UHFFFAOYSA-N~Q01594	1.00	1.00	1.00	1.00	1.00	1.00
KTFIIPGBMUUNEO-UHFFFAOYSA-N~Q01594	1.00	1.00	1.00	1.00	1.00	1.00
MXRBVRXQDKNIBH-UHFFFAOYSA-N~Q01594	1.00	0.00	1.00	1.00	1.00	0.33
IKHGUXGNUITLKF-UHFFFAOYSA-N~Q8YAE8	1.00	0.00	1.00	0.00	1.00	0.00
GFFGJBXGBJISGV-UHFFFAOYSA-N~A0A0J9X1M8	0.17	0.75	0.17	0.75	0.17	0.75
GFFGJBXGBJISGV-UHFFFAOYSA-N~P52874	0.15	0.50	1.00	1.00	0.39	0.73
WHUUTDBJXJRKMK-UHFFFAOYSA-N~Q0TAA1	0.66	0.55	0.81	0.70	0.74	0.63
GFFGJBXGBJISGV-UHFFFAOYSA-N~Q0TAA1	0.40	0.40	1.00	1.00	0.59	0.65
UKDWXNRCKBVDNJ-UHFFFAOYSA-N~P52874	0.59	0.70	0.59	0.70	0.59	0.70
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~P52874	1.00	0.00	1.00	1.00	1.00	0.57
ABLZXFCXXLZCGV-UHFFFAOYSA-N~P52874	1.00	1.00	1.00	1.00	1.00	1.00
MPUUQNGXJSEWTF-UHFFFAOYSA-N~Q0TAA1	0.64	0.56	0.81	0.67	0.70	0.63
IKHGUXGNUITLKF-UHFFFAOYSA-N~B4E589	1.00	0.00	1.00	1.00	1.00	0.67
HNPYBPXXPMVWIY-UHFFFAOYSA-N~Q0TAA1	0.31	0.30	0.31	0.30	0.31	0.30
ZNQVEEAIQZEUHB-UHFFFAOYSA-N~P52874	1.00	0.00	1.00	1.00	1.00	0.39
ISAKRJDGNUQOIC-UHFFFAOYSA-N~D3G6S4	0.43	0.00	0.80	1.00	0.56	0.45
ICSNLGPSRYBMBD-UHFFFAOYSA-N~P56817	0.00	0.00	0.00	0.50	0.00	0.17
DPCMFIRORYQTCL-UHFFFAOYSA-N~P80147	0.50	0.75	1.00	1.00	0.72	0.88
WFNLHDJJZSJARK-UHFFFAOYSA-N~Q9DGE1	0.00	0.00	0.92	1.00	0.20	0.26
ZXRLWHGLEJGMNO-UHFFFAOYSA-N~Q9DGE1	1.00	0.00	1.00	1.00	1.00	0.33
WFCSWCVEJLETKA-UHFFFAOYSA-N~Q9DGE1	1.00	0.00	1.00	1.00	1.00	0.17
MCHWWJLLPNDHGL-UHFFFAOYSA-N~P22340	0.00	0.00	1.00	1.00	0.39	0.44
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~Q9DGE1	1.00	1.00	1.00	1.00	1.00	1.00
VNXBKJFUJUWOCW-UHFFFAOYSA-N~Q07343	1.00	0.00	1.00	1.00	1.00	0.50
IVMPJEDZVUCBDI-UHFFFAOYSA-N~Q9DGE1	0.00	0.00	0.93	1.00	0.20	0.26
ROSDSFDQCJNGOL-UHFFFAOYSA-N~Q07343	1.00	0.00	1.00	1.00	1.00	0.33
XYUAXZDQSDTCHO-UHFFFAOYSA-N~Q14397	0.75	0.80	0.75	0.80	0.75	0.80
GLUUGHFHXGJENI-UHFFFAOYSA-N~Q9DGE1	1.00	1.00	1.00	1.00	1.00	1.00
JIDDDPVQQUHACU-UHFFFAOYSA-N~Q07343	1.00	1.00	1.00	1.00	1.00	1.00
RWRIWBAIICGTTQ-UHFFFAOYSA-N~Q07343	1.00	1.00	1.00	1.00	1.00	1.00
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~Q2VZ87	1.00	0.00	1.00	0.00	1.00	0.00
MPCAJMNYNOGXPB-UHFFFAOYSA-N~P22340	0.00	0.00	1.00	1.00	0.28	0.33
UYTPUPDQBNUYGX-UHFFFAOYSA-N~Q5ZZB6	0.69	0.83	0.69	0.83	0.69	0.83
ZNQVEEAIQZEUHB-UHFFFAOYSA-N~Q2VZ87	1.00	0.00	1.00	0.00	1.00	0.00
CYZZKTRFOOKUMT-UHFFFAOYSA-N~Q5ZZB6	0.00	0.50	0.00	0.50	0.00	0.50
YACKEPLHDIMKIO-UHFFFAOYSA-N~O97447	0.70	0.62	0.70	0.62	0.70	0.62
LZDKZFUFMNSQCJ-UHFFFAOYSA-N~Q9R1E6	1.00	1.00	1.00	1.00	1.00	1.00
RTZKZFJDLAIYFH-UHFFFAOYSA-N~Q9R1E6	1.00	1.00	1.00	1.00	1.00	1.00
ARNZRNVPEASSLV-UHFFFAOYSA-N~Q05085	0.00	0.67	0.00	0.67	0.00	0.67
RRQYJINTUHWNHW-UHFFFAOYSA-N~Q9R1E6	1.00	1.00	1.00	1.00	1.00	1.00
MPCAJMNYNOGXPB-UHFFFAOYSA-N~Q05085	0.20	1.00	0.20	1.00	0.20	1.00
RTZKZFJDLAIYFH-UHFFFAOYSA-N~P52874	1.00	0.00	1.00	1.00	1.00	0.47
IKHGUXGNUITLKF-UHFFFAOYSA-N~Q01970	0.00	0.00	1.00	0.00	0.33	0.00
CYZZKTRFOOKUMT-UHFFFAOYSA-N~B4Y381	0.31	0.42	0.71	1.00	0.47	0.61
QARVLSVVCXYDNA-UHFFFAOYSA-N~P0A5Y7	0.00	0.00	1.00	1.00	0.33	0.33
NJQRAAHKQQPUIT-UHFFFAOYSA-N~Q06892	1.00	1.00	1.00	1.00	1.00	1.00
KZMQZFPRPILIHO-UHFFFAOYSA-N~P52874	1.00	0.00	1.00	1.00	1.00	0.33
IKHGUXGNUITLKF-UHFFFAOYSA-N~O50112	0.00	0.00	1.00	0.00	0.17	0.00
HNPYBPXXPMVWIY-UHFFFAOYSA-N~P52874	0.30	0.31	0.68	1.00	0.50	0.54
GFFGJBXGBJISGV-UHFFFAOYSA-N~Q06892	0.33	0.25	0.33	0.25	0.33	0.25
XXJWXESWEXIICW-UHFFFAOYSA-N~P52874	0.00	0.00	1.00	1.00	0.67	0.20
YGCZTXZTJXYWCO-UHFFFAOYSA-N~P00734	0.00	0.00	1.00	1.00	0.25	0.46
YXFVVABEGXRONW-UHFFFAOYSA-N~Q16769	0.25	0.67	0.25	0.67	0.25	0.67
WUGQZFFCHPXWKQ-UHFFFAOYSA-N~Q05941	1.00	1.00	1.00	1.00	1.00	1.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~Q3LHN3	0.00	0.00	1.00	1.00	0.50	0.17
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~Q05941	1.00	1.00	1.00	1.00	1.00	1.00
FAYGHIHBKVQGDC-UHFFFAOYSA-N~Q16769	0.18	0.29	0.18	0.29	0.18	0.29
DKGAVHZHDRPRBM-UHFFFAOYSA-N~Q16769	0.00	0.33	0.00	0.33	0.00	0.33
NNPPMTNAJDCUHE-UHFFFAOYSA-N~Q16769	0.33	0.67	0.33	0.67	0.33	0.67
QCHXLHKARBTJRC-UHFFFAOYSA-N~Q8NQ97	0.64	0.50	1.00	0.71	0.76	0.63
DOMXBIBBBIULRS-UHFFFAOYSA-N~Q8NQ97	0.63	0.67	1.00	0.88	0.75	0.77
QRTDTRCGZCHEER-UHFFFAOYSA-N~Q8NQ97	0.59	0.67	0.91	0.78	0.72	0.72
PKRTWUQHAOJXBO-UHFFFAOYSA-N~Q8NQ97	0.53	0.50	0.67	0.62	0.58	0.56
BKIMMITUMNQMOS-UHFFFAOYSA-N~Q86C09	1.00	0.75	1.00	0.75	1.00	0.75
MXRBVRXQDKNIBH-UHFFFAOYSA-N~Q80TS3	0.00	0.00	1.00	1.00	0.30	0.38
MXRBVRXQDKNIBH-UHFFFAOYSA-N~Q05941	0.00	0.00	1.00	1.00	0.47	0.46
LWTIGYSPAXKMDG-UHFFFAOYSA-N~Q86C09	1.00	0.00	1.00	0.00	1.00	0.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~Q80TS3	0.00	0.00	1.00	1.00	0.40	0.33
QWCKQJZIFLGMSD-UHFFFAOYSA-N~Q6WY08	0.00	0.50	0.00	0.50	0.00	0.50
ZOFRRNUENOHELM-UHFFFAOYSA-N~P00766	1.00	0.00	1.00	1.00	1.00	0.33
NFMVYRUITSPRNU-UHFFFAOYSA-N~P00766	0.00	0.00	0.00	0.00	0.00	0.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~Q05941	0.00	0.00	1.00	1.00	0.52	0.41
FGEPRNXUNITOCW-UHFFFAOYSA-N~Q6WY08	0.00	0.50	0.00	0.50	0.00	0.50
HDEMQQHXNOJATE-UHFFFAOYSA-N~Q3LHN3	0.00	0.50	1.00	1.00	0.33	0.67
RTZKZFJDLAIYFH-UHFFFAOYSA-N~P18895	0.00	0.00	1.00	1.00	0.83	0.44
ZNQVEEAIQZEUHB-UHFFFAOYSA-N~P18895	1.00	0.00	1.00	1.00	1.00	0.58
XXJWXESWEXIICW-UHFFFAOYSA-N~P18895	0.00	0.00	1.00	1.00	0.67	0.43
LZDKZFUFMNSQCJ-UHFFFAOYSA-N~P18895	1.00	0.00	1.00	1.00	1.00	0.48
FXHGMKSSBGDXIY-UHFFFAOYSA-N~P18895	0.00	0.00	1.00	1.00	0.69	0.23
PEDCQBHIVMGVHV-UHFFFAOYSA-N~P18895	0.00	0.00	1.00	1.00	0.41	0.27
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~P18895	1.00	0.00	1.00	1.00	1.00	0.52
RRQYJINTUHWNHW-UHFFFAOYSA-N~P18895	0.00	0.50	0.00	0.50	0.00	0.50
DNIAPMSPPWPWGF-UHFFFAOYSA-N~P18895	0.00	0.00	1.00	1.00	0.77	0.51
TVMXDCGIABBOFY-UHFFFAOYSA-N~P18895	0.00	0.00	1.00	1.00	0.47	0.21
NMTZPYLSXWGDPW-UHFFFAOYSA-N~P38503	0.00	0.00	1.00	1.00	0.17	0.27
UFULAYFCSOUIOV-UHFFFAOYSA-N~P38503	1.00	0.00	1.00	1.00	1.00	0.20
PCXDJQZLDDHMGX-UHFFFAOYSA-N~P38503	1.00	0.00	1.00	1.00	1.00	0.20
GFFGJBXGBJISGV-UHFFFAOYSA-N~P38503	0.17	0.00	1.00	1.00	0.47	0.27
MPCAJMNYNOGXPB-UHFFFAOYSA-N~Q05941	1.00	1.00	1.00	1.00	1.00	1.00
NZYHOIVONUQSLS-UHFFFAOYSA-N~Q05941	1.00	1.00	1.00	1.00	1.00	1.00
RWRDLPDLKQPQOW-UHFFFAOYSA-N~Q05941	0.00	0.00	1.00	1.00	0.43	0.56
SQOXZSRJWWMMCL-UHFFFAOYSA-N~Q05941	1.00	1.00	1.00	1.00	1.00	1.00
KTFIIPGBMUUNEO-UHFFFAOYSA-N~Q05941	1.00	0.00	1.00	1.00	1.00	0.61
BIWRLNLHQRIBOB-UHFFFAOYSA-N~Q3LHN3	1.00	0.00	1.00	0.00	1.00	0.00
KXDAEFPNCMNJSK-UHFFFAOYSA-N~P51955	0.45	0.67	0.50	0.80	0.47	0.76
VCYYRDKGHLOTQU-UHFFFAOYSA-N~Q05941	1.00	0.00	1.00	1.00	1.00	0.47
QXAMTEJJAZOINB-UHFFFAOYSA-N~Q3LHN3	1.00	1.00	1.00	1.00	1.00	1.00
KEGVSAQKMDDMFR-UHFFFAOYSA-N~Q3LHN3	0.50	0.75	0.50	0.75	0.50	0.75
KBVSUNBCTPQWJL-UHFFFAOYSA-N~Q3LHN3	0.00	0.50	0.00	0.50	0.00	0.50
GBKROOUYIUGMKR-UHFFFAOYSA-N~Q3LHN3	0.00	0.50	0.00	0.50	0.00	0.50
VVGGMVCIUBAEKU-UHFFFAOYSA-N~Q3LHN3	0.50	0.75	0.50	0.75	0.50	0.75
IGVSFSLOEHKGAG-UHFFFAOYSA-N~Q3LHN3	0.00	0.50	0.00	0.50	0.00	0.50
VCYYRDKGHLOTQU-UHFFFAOYSA-N~I6L8L2	0.00	0.00	1.00	1.00	0.60	0.27
IKHGUXGNUITLKF-UHFFFAOYSA-N~I6L8L2	0.00	0.00	1.00	1.00	0.50	0.58
RDOXTESZEPMUJZ-UHFFFAOYSA-N~P49841	0.25	0.67	0.25	0.67	0.25	0.67
MXRBVRXQDKNIBH-UHFFFAOYSA-N~I6L8L2	0.00	0.00	1.00	1.00	0.46	0.32
SQOXZSRJWWMMCL-UHFFFAOYSA-N~I6L8L2	1.00	1.00	1.00	1.00	1.00	1.00
CYZZKTRFOOKUMT-UHFFFAOYSA-N~Q5KP44	0.85	0.64	0.85	0.64	0.85	0.64
FDGQSTZJBFJUBT-UHFFFAOYSA-N~Q5KP44	1.00	1.00	1.00	1.00	1.00	1.00
NZYHOIVONUQSLS-UHFFFAOYSA-N~I6L8L2	1.00	1.00	1.00	1.00	1.00	1.00
MPCAJMNYNOGXPB-UHFFFAOYSA-N~I6L8L2	1.00	1.00	1.00	1.00	1.00	1.00
KTFIIPGBMUUNEO-UHFFFAOYSA-N~I6L8L2	0.00	0.00	1.00	1.00	0.89	0.55
HNPYBPXXPMVWIY-UHFFFAOYSA-N~P00459	0.20	0.20	0.85	1.00	0.46	0.54
TVMXDCGIABBOFY-UHFFFAOYSA-N~P17900	0.00	0.00	1.00	1.00	0.33	0.20
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~P07328	0.00	0.00	1.00	1.00	0.60	0.60
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~P07329	0.00	0.00	1.00	1.00	0.62	0.33
UHUFTBALEZWWIH-UHFFFAOYSA-N~P17900	0.00	0.17	0.62	0.38	0.21	0.28
RTZKZFJDLAIYFH-UHFFFAOYSA-N~P07329	1.00	1.00	1.00	1.00	1.00	1.00
ZNQVEEAIQZEUHB-UHFFFAOYSA-N~P07328	0.00	0.00	1.00	1.00	0.60	0.60
XXJWXESWEXIICW-UHFFFAOYSA-N~P07329	0.00	0.00	1.00	0.33	0.33	0.11
ZNQVEEAIQZEUHB-UHFFFAOYSA-N~P07329	0.00	0.00	1.00	1.00	0.49	0.11
WFSMVVDJSNMRAR-UHFFFAOYSA-N~P07329	0.00	0.00	0.00	0.00	0.00	0.00
LZDKZFUFMNSQCJ-UHFFFAOYSA-N~P07329	0.00	0.00	0.00	0.00	0.00	0.00
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~Q6FUW5	1.00	0.00	1.00	1.00	1.00	0.17
WGQKYBSKWIADBV-UHFFFAOYSA-N~P35790	0.00	0.00	0.17	0.25	0.06	0.08
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~Q8EXP7	1.00	1.00	1.00	1.00	1.00	1.00
ZNQVEEAIQZEUHB-UHFFFAOYSA-N~Q8EXP7	1.00	0.00	1.00	0.00	1.00	0.00
GFFGJBXGBJISGV-UHFFFAOYSA-N~D6RU56	0.33	0.60	1.00	1.00	0.56	0.77
GTAKOUPXIUWZIA-UHFFFAOYSA-N~Q8EXP7	1.00	0.00	1.00	0.00	1.00	0.00
XXJWXESWEXIICW-UHFFFAOYSA-N~Q8EXP7	1.00	0.00	1.00	0.00	1.00	0.00
NJQRAAHKQQPUIT-UHFFFAOYSA-N~D6RU56	0.71	1.00	1.00	1.00	0.81	1.00
RTZKZFJDLAIYFH-UHFFFAOYSA-N~Q8EXP7	1.00	1.00	1.00	1.00	1.00	1.00
RRQYJINTUHWNHW-UHFFFAOYSA-N~Q8EXP7	1.00	0.00	1.00	0.00	1.00	0.00
LZDKZFUFMNSQCJ-UHFFFAOYSA-N~Q8EXP7	1.00	0.00	1.00	0.00	1.00	0.00
WFSMVVDJSNMRAR-UHFFFAOYSA-N~Q8EXP7	1.00	0.00	1.00	0.00	1.00	0.00
XOBKSJJDNFUZPF-UHFFFAOYSA-N~O54438	1.00	0.00	1.00	0.00	1.00	0.00
BVOBPNSQIRMLCA-UHFFFAOYSA-N~P66931	0.61	0.45	1.00	1.00	0.78	0.73
MCHWWJLLPNDHGL-UHFFFAOYSA-N~Q8X5W7	0.50	1.00	1.00	1.00	0.67	1.00
WSMYVTOQOOLQHP-UHFFFAOYSA-N~P21642	0.00	0.00	0.21	0.33	0.04	0.11
HNPYBPXXPMVWIY-UHFFFAOYSA-N~P21642	0.50	0.53	0.75	0.80	0.62	0.65
RBCOYOYDYNXAFA-UHFFFAOYSA-N~O86786	0.64	0.40	0.78	0.62	0.71	0.53
UYTPUPDQBNUYGX-UHFFFAOYSA-N~P21642	0.31	0.75	0.78	1.00	0.51	0.88
XHLCYFVJQKWNRH-UHFFFAOYSA-N~P28585	0.33	0.50	1.00	1.00	0.55	0.67
MCHWWJLLPNDHGL-UHFFFAOYSA-N~P21642	0.00	0.00	1.00	0.75	0.28	0.31
OAKURXIZZOAYBC-UHFFFAOYSA-N~P21642	0.00	0.17	0.64	0.67	0.18	0.33
MPCAJMNYNOGXPB-UHFFFAOYSA-N~P21642	0.00	0.00	0.60	1.00	0.25	0.33
KBVSUNBCTPQWJL-UHFFFAOYSA-N~P21642	0.00	0.00	0.60	1.00	0.25	0.33
NBBJYMSMWIIQGU-UHFFFAOYSA-N~O86786	0.00	0.00	1.00	1.00	0.19	0.14
GFFGJBXGBJISGV-UHFFFAOYSA-N~Q9I1X7	0.00	0.00	1.00	1.00	0.20	0.29
MPCAJMNYNOGXPB-UHFFFAOYSA-N~A0A158RFS4	1.00	1.00	1.00	1.00	1.00	1.00
WDMXOLOBWMBITN-UHFFFAOYSA-N~P29468	1.00	1.00	1.00	1.00	1.00	1.00
QCHXLHKARBTJRC-UHFFFAOYSA-N~A0A158RFS4	0.00	0.00	0.29	0.20	0.14	0.07
DOMXBIBBBIULRS-UHFFFAOYSA-N~A0A158RFS4	0.00	0.00	0.20	0.17	0.11	0.06
QRTDTRCGZCHEER-UHFFFAOYSA-N~A0A158RFS4	0.14	0.00	0.27	0.25	0.23	0.08
PKRTWUQHAOJXBO-UHFFFAOYSA-N~A0A158RFS4	0.18	0.00	0.33	0.25	0.26	0.08
FBUKVWPVBMHYJY-UHFFFAOYSA-N~P14779	0.00	0.25	0.30	0.67	0.11	0.41
IKHGUXGNUITLKF-UHFFFAOYSA-N~P49862	0.00	0.00	1.00	1.00	0.33	0.33
IKHGUXGNUITLKF-UHFFFAOYSA-N~Q51658	1.00	0.00	1.00	1.00	1.00	0.60
IJDNQMDRQITEOD-UHFFFAOYSA-N~Q13133	1.00	1.00	1.00	1.00	1.00	1.00
SQOXZSRJWWMMCL-UHFFFAOYSA-N~Q9SM56	1.00	1.00	1.00	1.00	1.00	1.00
XHLCYFVJQKWNRH-UHFFFAOYSA-N~A0A0F6P2I5	0.00	0.33	0.33	0.67	0.11	0.50
ZNQVEEAIQZEUHB-UHFFFAOYSA-N~Q51658	1.00	0.00	1.00	1.00	1.00	0.17
KTFIIPGBMUUNEO-UHFFFAOYSA-N~Q9SM56	0.00	0.00	1.00	1.00	0.75	0.54
